Date,4YO,5YO,3-5YO Avg.,Source_File,3YO,Series 1,Series 2,Series 3,2YO,3YD,4YD,5YD
2016-03-01,70000.0,57000.0,93000.0,07_2018.csv,,,,,,,,
2016-03-01,67000.0,47000.0,80000.0,09_2020.csv,,,,,,,,
2016-03-01,68000.0,55000.0,79000.0,05_2018.csv,,,,,,,,
2016-03-01,65000.0,52000.0,68000.0,10_2019.csv,,,,,,,,
2016-03-01,67000.0,48000.0,79000.0,10_2020.csv,,,,,,,,
2016-03-01,66000.0,50000.0,78000.0,05_2019.csv,,,,,,,,
2016-03-01,66000.0,48000.0,78000.0,05_2020.csv,,,,,,,,
2016-03-01,64000.0,50000.0,67000.0,04_2019.csv,,,,,,,,
2016-03-01,68000.0,47000.0,80000.0,02_2018.csv,,,,,,,,
2016-03-01,65000.0,50000.0,78000.0,02_2020.csv,,,,,,,,
2016-03-01,66000.0,48000.0,81000.0,01_2019.csv,,,,,,,,
2016-03-01,66000.0,47000.0,65000.0,12_2020.csv,,,,,,,,
2016-03-01,65000.0,48000.0,78000.0,02_2019.csv,,,,,,,,
2016-03-01,66000.0,50000.0,75000.0,11_2018.csv,,,,,,,,
2016-03-01,65000.0,54000.0,80000.0,03_2020.csv,,,,,,,,
2016-03-01,66000.0,48000.0,78000.0,04_2020.csv,,,,,,,,
2016-03-01,67000.0,50000.0,68000.0,09_2018.csv,,,,,,,,
2016-03-01,66000.0,46000.0,80000.0,11_2020.csv,,,,,,,,
2016-03-01,67000.0,47000.0,79000.0,08_2020.csv,,,,,,,,
2016-03-01,66000.0,55000.0,79000.0,08_2019.csv,,,,,,,,
2016-03-01,70000.0,58000.0,72000.0,08_2018.csv,,,,,,,,
2016-03-01,66000.0,52000.0,78000.0,07_2019.csv,,,,,,,,
2016-03-01,66000.0,47000.0,79000.0,07_2020.csv,,,,,,,,
2016-04-01,66000.0,45000.0,79000.0,02_2018.csv,,,,,,,,
2016-04-01,67000.0,48000.0,83000.0,03_2018.csv,,,,,,,,
2016-04-01,64000.0,43000.0,77000.0,01_2019.csv,,,,,,,,
2016-04-01,65000.0,45000.0,65000.0,09_2018.csv,,,,,,,,
2016-04-01,65000.0,44000.0,82000.0,03_2019.csv,,,,,,,,
2016-04-01,64000.0,44000.0,81000.0,11_2018.csv,,,,,,,,
2016-04-01,64000.0,44000.0,81000.0,12_2018.csv,,,,,,,,
2016-04-01,64000.0,43000.0,82000.0,02_2019.csv,,,,,,,,
2016-05-01,63000.0,43000.0,77000.0,12_2018.csv,,,,,,,,
2016-05-01,68000.0,50000.0,79000.0,07_2018.csv,,,,,,,,
2016-05-01,62000.0,45000.0,78000.0,09_2020.csv,,,,,,,,
2016-05-01,60000.0,43000.0,63000.0,10_2019.csv,,,,,,,,
2016-05-01,66000.0,44000.0,78000.0,05_2018.csv,,,,,,,,
2016-05-01,64000.0,52000.0,,09_2019.csv,80000.0,,,,92000.0,,,
2016-05-01,63000.0,48000.0,80000.0,08_2019.csv,,,,,,,,
2016-05-01,63000.0,44000.0,80000.0,11_2018.csv,,,,,,,,
2016-05-01,64000.0,47000.0,79000.0,08_2018.csv,,,,,,,,
2016-05-01,63000.0,44000.0,61000.0,04_2019.csv,,,,,,,,
2016-05-01,65000.0,45000.0,80000.0,05_2020.csv,,,,,,,,
2016-05-01,62000.0,51000.0,80000.0,01_2019.csv,,,,,,,,
2016-05-01,65000.0,46000.0,80000.0,02_2018.csv,,,,,,,,
2016-05-01,63000.0,45000.0,81000.0,10_2020.csv,,,,,,,,
2016-05-01,62000.0,43000.0,81000.0,02_2020.csv,,,,,,,,
2016-05-01,62000.0,48000.0,81000.0,07_2019.csv,,,,,,,,
2016-05-01,61000.0,45000.0,62000.0,12_2020.csv,,,,,,,,
2016-05-01,61000.0,51000.0,81000.0,02_2019.csv,,,,,,,,
2016-05-01,65000.0,43000.0,80000.0,04_2020.csv,,,,,,,,
2016-05-01,64000.0,44000.0,81000.0,05_2019.csv,,,,,,,,
2016-05-01,63000.0,45000.0,80000.0,08_2020.csv,,,,,,,,
2016-05-01,65000.0,45000.0,81000.0,04_2018.csv,,,,,,,,
2016-05-01,64000.0,43000.0,78000.0,11_2019.csv,,,,,,,,
2016-05-01,63000.0,48000.0,78000.0,03_2020.csv,,,,,,,,
2016-05-01,63000.0,51000.0,78000.0,11_2020.csv,,,,,,,,
2016-05-01,63000.0,51000.0,79000.0,07_2020.csv,,,,,,,,
2016-05-01,65000.0,48000.0,81000.0,06_2018.csv,,,,,,,,
2016-05-01,66000.0,46000.0,81000.0,03_2018.csv,,,,,,,,
2016-05-01,65000.0,44000.0,79000.0,01_2020.csv,,,,,,,,
2016-05-01,63000.0,46000.0,78000.0,03_2019.csv,,,,,,,,
2016-05-01,64000.0,45000.0,64000.0,09_2018.csv,,,,,,,,
2016-05-01,60000.0,48000.0,77000.0,12_2019.csv,,,,,,,,
2016-05-01,64000.0,45000.0,76000.0,06_2020.csv,,,,,,,,
2016-05-01,64000.0,43000.0,63000.0,06_2019.csv,,,,,,,,
2016-06-01,61000.0,43000.0,79000.0,01_2019.csv,,,,,,,,
2016-06-01,64000.0,48000.0,79000.0,03_2018.csv,,,,,,,,
2016-06-01,63000.0,52000.0,82000.0,02_2018.csv,,,,,,,,
2016-06-01,63000.0,48000.0,62000.0,09_2018.csv,,,,,,,,
2016-06-01,62000.0,51000.0,75000.0,03_2019.csv,,,,,,,,
2016-06-01,60000.0,48000.0,75000.0,12_2018.csv,,,,,,,,
2016-06-01,61000.0,48000.0,77000.0,11_2018.csv,,,,,,,,
2016-06-01,59000.0,47000.0,78000.0,02_2019.csv,,,,,,,,
2016-07-01,60000.0,47000.0,75000.0,02_2020.csv,,,,,,,,
2016-07-01,60000.0,43000.0,78000.0,07_2019.csv,,,,,,,,
2016-07-01,60000.0,42000.0,76000.0,10_2020.csv,,,,,,,,
2016-07-01,60000.0,42000.0,60000.0,12_2020.csv,,,,,,,,
2016-07-01,61000.0,50000.0,79000.0,02_2018.csv,,,,,,,,
2016-07-01,60000.0,50000.0,78000.0,04_2020.csv,,,,,,,,
2016-07-01,60000.0,43000.0,79000.0,04_2018.csv,,,,,,,,
2016-07-01,60000.0,47000.0,74000.0,11_2020.csv,,,,,,,,
2016-07-01,61000.0,47000.0,60000.0,09_2018.csv,,,,,,,,
2016-07-01,58000.0,43000.0,75000.0,02_2019.csv,,,,,,,,
2016-07-01,60000.0,42000.0,78000.0,03_2020.csv,,,,,,,,
2016-07-01,61000.0,48000.0,74000.0,03_2019.csv,,,,,,,,
2016-07-01,63000.0,43000.0,79000.0,06_2018.csv,,,,,,,,
2016-07-01,60000.0,42000.0,74000.0,05_2020.csv,,,,,,,,
2016-07-01,59000.0,44000.0,77000.0,01_2019.csv,,,,,,,,
2016-07-01,60000.0,48000.0,77000.0,08_2020.csv,,,,,,,,
2016-07-01,62000.0,47000.0,,09_2019.csv,78000.0,,,,88000.0,,,
2016-07-01,60000.0,45000.0,75000.0,07_2020.csv,,,,,,,,
2016-07-01,60000.0,43000.0,74000.0,12_2019.csv,,,,,,,,
2016-07-01,65000.0,44000.0,77000.0,07_2018.csv,,,,,,,,
2016-07-01,60000.0,49000.0,79000.0,09_2020.csv,,,,,,,,
2016-07-01,60000.0,47000.0,74000.0,11_2018.csv,,,,,,,,
2016-07-01,61000.0,47000.0,74000.0,11_2019.csv,,,,,,,,
2016-07-01,61000.0,43000.0,81000.0,08_2019.csv,,,,,,,,
2016-07-01,60000.0,51000.0,75000.0,01_2020.csv,,,,,,,,
2016-07-01,61000.0,51000.0,59000.0,04_2019.csv,,,,,,,,
2016-07-01,59000.0,46000.0,60000.0,10_2019.csv,,,,,,,,
2016-07-01,61000.0,43000.0,72000.0,05_2018.csv,,,,,,,,
2016-07-01,59000.0,46000.0,74000.0,12_2018.csv,,,,,,,,
2016-07-01,63000.0,43000.0,77000.0,08_2018.csv,,,,,,,,
2016-07-01,62000.0,48000.0,74000.0,05_2019.csv,,,,,,,,
2016-07-01,63000.0,49000.0,77000.0,03_2018.csv,,,,,,,,
2016-07-01,60000.0,41000.0,73000.0,06_2020.csv,,,,,,,,
2016-07-01,61000.0,46000.0,62000.0,06_2019.csv,,,,,,,,
2016-08-01,60000.0,47000.0,73000.0,03_2019.csv,,,,,,,,
2016-08-01,57000.0,42000.0,74000.0,02_2019.csv,,,,,,,,
2016-08-01,60000.0,47000.0,59000.0,09_2018.csv,,,,,,,,
2016-08-01,62000.0,48000.0,77000.0,03_2018.csv,,,,,,,,
2016-08-01,60000.0,49000.0,72000.0,11_2018.csv,,,,,,,,
2016-08-01,60000.0,48000.0,78000.0,02_2018.csv,,,,,,,,
2016-08-01,58000.0,47000.0,75000.0,01_2019.csv,,,,,,,,
2016-08-01,57000.0,48000.0,72000.0,12_2018.csv,,,,,,,,
2016-09-01,58000.0,47000.0,74000.0,05_2020.csv,,,,,,,,
2016-09-01,57000.0,45000.0,74000.0,01_2019.csv,,,,,,,,
2016-09-01,62000.0,44000.0,74000.0,07_2018.csv,,,,,,,,
2016-09-01,60000.0,41000.0,76000.0,04_2018.csv,,,,,,,,
2016-09-01,60000.0,45000.0,76000.0,06_2018.csv,,,,,,,,
2016-09-01,60000.0,40000.0,74000.0,07_2020.csv,,,,,,,,
2016-09-01,59000.0,45000.0,74000.0,08_2020.csv,,,,,,,,
2016-09-01,59000.0,47000.0,76000.0,10_2020.csv,,,,,,,,
2016-09-01,58000.0,46000.0,71000.0,11_2018.csv,,,,,,,,
2016-09-01,58000.0,43000.0,75000.0,07_2019.csv,,,,,,,,
2016-09-01,59000.0,40000.0,70000.0,05_2018.csv,,,,,,,,
2016-09-01,59000.0,48000.0,68000.0,06_2020.csv,,,,,,,,
2016-09-01,56000.0,45000.0,74000.0,12_2019.csv,,,,,,,,
2016-09-01,56000.0,47000.0,58000.0,10_2019.csv,,,,,,,,
2016-09-01,60000.0,47000.0,75000.0,02_2018.csv,,,,,,,,
2016-09-01,59000.0,47000.0,58000.0,04_2019.csv,,,,,,,,
2016-09-01,60000.0,44000.0,73000.0,11_2019.csv,,,,,,,,
2016-09-01,59000.0,44000.0,72000.0,02_2020.csv,,,,,,,,
2016-09-01,56000.0,44000.0,71000.0,12_2018.csv,,,,,,,,
2016-09-01,59000.0,44000.0,76000.0,09_2020.csv,,,,,,,,
2016-09-01,59000.0,48000.0,73000.0,03_2019.csv,,,,,,,,
2016-09-01,60000.0,45000.0,74000.0,05_2019.csv,,,,,,,,
2016-09-01,58000.0,45000.0,74000.0,04_2020.csv,,,,,,,,
2016-09-01,60000.0,42000.0,73000.0,08_2018.csv,,,,,,,,
2016-09-01,56000.0,42000.0,74000.0,02_2019.csv,,,,,,,,
2016-09-01,59000.0,44000.0,74000.0,11_2020.csv,,,,,,,,
2016-09-01,60000.0,44000.0,,09_2019.csv,72000.0,,,,84000.0,,,
2016-09-01,58000.0,46000.0,58000.0,09_2018.csv,,,,,,,,
2016-09-01,60000.0,45000.0,74000.0,01_2020.csv,,,,,,,,
2016-09-01,58000.0,41000.0,59000.0,12_2020.csv,,,,,,,,
2016-09-01,61000.0,46000.0,76000.0,03_2018.csv,,,,,,,,
2016-09-01,59000.0,46000.0,74000.0,08_2019.csv,,,,,,,,
2016-09-01,58000.0,45000.0,70000.0,03_2020.csv,,,,,,,,
2016-09-01,58000.0,44000.0,60000.0,06_2019.csv,,,,,,,,
2016-10-01,57000.0,43000.0,57000.0,09_2018.csv,,,,,,,,
2016-10-01,56000.0,41000.0,57000.0,01_2019.csv,,,,,,,,
2016-10-01,56000.0,42000.0,69000.0,11_2018.csv,,,,,,,,
2016-10-01,58000.0,45000.0,71000.0,03_2019.csv,,,,,,,,
2016-10-01,61000.0,45000.0,72000.0,02_2018.csv,,,,,,,,
2016-10-01,56000.0,41000.0,71000.0,02_2019.csv,,,,,,,,
2016-10-01,55000.0,41000.0,71000.0,12_2018.csv,,,,,,,,
2016-10-01,60000.0,43000.0,75000.0,03_2018.csv,,,,,,,,
2016-11-01,58000.0,40000.0,72000.0,07_2020.csv,,,,,,,,
2016-11-01,54000.0,40000.0,67000.0,11_2020.csv,,,,,,,,
2016-11-01,55000.0,40000.0,68000.0,12_2019.csv,,,,,,,,
2016-11-01,57000.0,41000.0,68000.0,09_2020.csv,,,,,,,,
2016-11-01,55000.0,40000.0,58000.0,05_2019.csv,,,,,,,,
2016-11-01,55000.0,41000.0,67000.0,11_2018.csv,,,,,,,,
2016-11-01,59000.0,47000.0,72000.0,07_2018.csv,,,,,,,,
2016-11-01,56000.0,40000.0,73000.0,07_2019.csv,,,,,,,,
2016-11-01,57000.0,42000.0,56000.0,06_2019.csv,,,,,,,,
2016-11-01,55000.0,41000.0,66000.0,01_2020.csv,,,,,,,,
2016-11-01,58000.0,41000.0,,09_2019.csv,66000.0,,,,82000.0,,,
2016-11-01,56000.0,41000.0,56000.0,09_2018.csv,,,,,,,,
2016-11-01,55000.0,40000.0,70000.0,03_2020.csv,,,,,,,,
2016-11-01,54000.0,49000.0,55000.0,10_2019.csv,,,,,,,,
2016-11-01,58000.0,40000.0,74000.0,06_2018.csv,,,,,,,,
2016-11-01,58000.0,41000.0,67000.0,10_2020.csv,,,,,,,,
2016-11-01,55000.0,41000.0,66000.0,05_2018.csv,,,,,,,,
2016-11-01,54000.0,40000.0,67000.0,12_2018.csv,,,,,,,,
2016-11-01,59000.0,40000.0,71000.0,08_2018.csv,,,,,,,,
2016-11-01,55000.0,41000.0,54000.0,04_2019.csv,,,,,,,,
2016-11-01,55000.0,41000.0,68000.0,04_2018.csv,,,,,,,,
2016-11-01,55000.0,40000.0,56000.0,01_2019.csv,,,,,,,,
2016-11-01,56000.0,41000.0,57000.0,12_2020.csv,,,,,,,,
2016-11-01,54000.0,40000.0,70000.0,02_2019.csv,,,,,,,,
2016-11-01,56000.0,41000.0,67000.0,08_2019.csv,,,,,,,,
2016-11-01,56000.0,40000.0,67000.0,04_2020.csv,,,,,,,,
2016-11-01,57000.0,43000.0,70000.0,03_2019.csv,,,,,,,,
2016-11-01,55000.0,40000.0,67000.0,05_2020.csv,,,,,,,,
2016-11-01,58000.0,41000.0,70000.0,11_2019.csv,,,,,,,,
2016-11-01,55000.0,41000.0,69000.0,02_2020.csv,,,,,,,,
2016-11-01,58000.0,41000.0,73000.0,08_2020.csv,,,,,,,,
2016-11-01,62000.0,43000.0,69000.0,02_2018.csv,,,,,,,,
2016-11-01,54000.0,45000.0,67000.0,06_2020.csv,,,,,,,,
2016-11-01,59000.0,41000.0,74000.0,03_2018.csv,,,,,,,,
2016-12-01,54000.0,40000.0,66000.0,11_2018.csv,,,,,,,,
2016-12-01,56000.0,41000.0,68000.0,03_2019.csv,,,,,,,,
2016-12-01,62000.0,41000.0,66000.0,02_2018.csv,,,,,,,,
2016-12-01,53000.0,41000.0,66000.0,02_2019.csv,,,,,,,,
2016-12-01,54000.0,40000.0,54000.0,09_2018.csv,,,,,,,,
2016-12-01,67000.0,41000.0,67000.0,12_2018.csv,,,,,,,,
2016-12-01,54000.0,41000.0,54000.0,01_2019.csv,,,,,,,,
2016-12-01,58000.0,40000.0,73000.0,03_2018.csv,,,,,,,,
2017-01-01,67000.0,54000.0,67000.0,03_2018.csv,,,,,,,,
2017-01-01,61000.0,45000.0,67000.0,04_2018.csv,,,,,,,,
2017-01-01,68000.0,40000.0,73000.0,09_2020.csv,,,,,,,,
2017-01-01,68000.0,45000.0,78000.0,05_2020.csv,,,,,,,,
2017-01-01,67000.0,45000.0,79000.0,03_2020.csv,,,,,,,,
2017-01-01,63000.0,41000.0,71000.0,06_2020.csv,,,,,,,,
2017-01-01,67000.0,45000.0,67000.0,04_2019.csv,,,,,,,,
2017-01-01,68000.0,52000.0,78000.0,01_2020.csv,,,,,,,,
2017-01-01,67000.0,52000.0,79000.0,06_2018.csv,,,,,,,,
2017-01-01,68000.0,40000.0,67000.0,08_2019.csv,,,,,,,,
2017-01-01,68000.0,42000.0,67000.0,06_2019.csv,,,,,,,,
2017-01-01,68000.0,52000.0,79000.0,12_2018.csv,,,,,,,,
2017-01-01,67000.0,53000.0,78000.0,12_2019.csv,,,,,,,,
2017-01-01,57000.0,41000.0,67000.0,07_2018.csv,,,,,,,,
2017-01-01,70000.0,52000.0,78000.0,02_2019.csv,,,,,,,,
2017-01-01,68000.0,50000.0,67000.0,10_2019.csv,,,,,,,,
2017-01-01,70000.0,45000.0,81000.0,10_2020.csv,,,,,,,,
2017-01-01,59000.0,52000.0,66000.0,08_2018.csv,,,,,,,,
2017-01-01,54000.0,40000.0,67000.0,04_2020.csv,,,,,,,,
2017-01-01,68000.0,56000.0,79000.0,02_2018.csv,,,,,,,,
2017-01-01,67000.0,45000.0,67000.0,05_2019.csv,,,,,,,,
2017-01-01,67000.0,52000.0,68000.0,01_2019.csv,,,,,,,,
2017-01-01,70000.0,41000.0,80000.0,08_2020.csv,,,,,,,,
2017-01-01,67000.0,53000.0,78000.0,11_2019.csv,,,,,,,,
2017-01-01,55000.0,41000.0,72000.0,07_2020.csv,,,,,,,,
2017-01-01,62000.0,45000.0,62000.0,12_2020.csv,,,,,,,,
2017-01-01,67000.0,45000.0,68000.0,11_2018.csv,,,,,,,,
2017-01-01,67000.0,45000.0,78000.0,02_2020.csv,,,,,,,,
2017-01-01,68000.0,58000.0,64000.0,05_2018.csv,,,,,,,,
2017-01-01,63000.0,44000.0,,09_2019.csv,76000.0,,,,99000.0,,,
2017-01-01,68000.0,52000.0,78000.0,03_2019.csv,,,,,,,,
2017-01-01,68000.0,41000.0,78000.0,07_2019.csv,,,,,,,,
2017-01-01,67000.0,52000.0,68000.0,11_2020.csv,,,,,,,,
2017-01-01,68000.0,52000.0,78000.0,09_2018.csv,,,,,,,,
2017-02-01,65000.0,48000.0,78000.0,01_2019.csv,,,,,,,,
2017-02-01,66000.0,48000.0,79000.0,03_2019.csv,,,,,,,,
2017-02-01,66000.0,46000.0,79000.0,03_2018.csv,,,,,,,,
2017-02-01,67000.0,54000.0,78000.0,02_2018.csv,,,,,,,,
2017-02-01,65000.0,45000.0,79000.0,11_2018.csv,,,,,,,,
2017-02-01,62000.0,47000.0,65000.0,02_2019.csv,,,,,,,,
2017-02-01,66000.0,49000.0,78000.0,12_2018.csv,,,,,,,,
2017-02-01,65000.0,45000.0,79000.0,09_2018.csv,,,,,,,,
2017-03-01,62000.0,46000.0,80000.0,11_2019.csv,,,,,,,,
2017-03-01,62000.0,46000.0,62000.0,06_2019.csv,,,,,,,,
2017-03-01,62000.0,46000.0,79000.0,06_2020.csv,,,,,,,,
2017-03-01,67000.0,48000.0,,09_2019.csv,81000.0,,,,98000.0,,,
2017-03-01,61000.0,45000.0,81000.0,12_2019.csv,,,,,,,,
2017-03-01,64000.0,45000.0,81000.0,03_2019.csv,,,,,,,,
2017-03-01,63000.0,47000.0,77000.0,11_2018.csv,,,,,,,,
2017-03-01,64000.0,45000.0,80000.0,01_2020.csv,,,,,,,,
2017-03-01,61000.0,45000.0,76000.0,09_2018.csv,,,,,,,,
2017-03-01,61000.0,44000.0,79000.0,07_2018.csv,,,,,,,,
2017-03-01,61000.0,46000.0,78000.0,08_2018.csv,,,,,,,,
2017-03-01,61000.0,45000.0,79000.0,04_2018.csv,,,,,,,,
2017-03-01,61000.0,45000.0,61000.0,02_2019.csv,,,,,,,,
2017-03-01,62000.0,45000.0,80000.0,08_2019.csv,,,,,,,,
2017-03-01,63000.0,44000.0,62000.0,04_2019.csv,,,,,,,,
2017-03-01,64000.0,45000.0,79000.0,05_2020.csv,,,,,,,,
